Site,Frequency,ReZxxCal,ImZxxCal,ReZxyCal,ImZxyCal,ReZyxCal,ImZyxCal,ReZyyCal,ImZyyCal,ReZxxObs,ImZxxObs,ReZxyObs,ImZxyObs,ReZyxObs,ImZyxObs,ReZyyObs,ImZyyObs,ReZxxErr,ImZxxErr,ReZxyErr,ImZxyErr,ReZyxErr,ImZyxErr,ReZyyErr,ImZyyErr,
37,6.309500e+000,2.980110e-002,-1.774927e-002,5.972936e-002,-8.138626e-002,-1.050529e-001,1.021573e-001,-7.368054e-003,4.289958e-003,2.892800e-002,-1.204700e-002,5.800200e-002,-8.226300e-002,-1.082600e-001,1.030000e-001,-1.379900e-002,6.866200e-003,8.424300e-003,8.424300e-003,6.132000e-003,6.132000e-003,6.132000e-003,6.132000e-003,7.198500e-003,7.198500e-003,
37,6.309500e+000,2.981091e-002,-1.722034e-002,5.931796e-002,-8.108398e-002,-1.052338e-001,1.006389e-001,-8.654079e-003,4.209157e-003,2.892800e-002,-1.204700e-002,5.800200e-002,-8.226300e-002,-1.082600e-001,1.030000e-001,-1.379900e-002,6.866200e-003,8.424300e-003,8.424300e-003,6.132000e-003,6.132000e-003,6.132000e-003,6.132000e-003,7.198500e-003,7.198500e-003,
37,1.000000e+001,3.700450e-002,-1.763071e-002,7.811900e-002,-1.096229e-001,-1.339910e-001,1.273065e-001,-1.121226e-002,1.624676e-003,3.174700e-002,-1.347900e-002,7.759000e-002,-1.119400e-001,-1.342800e-001,1.232200e-001,-1.516100e-002,2.264100e-005,1.028100e-002,1.028100e-002,7.877400e-003,7.877400e-003,7.877400e-003,7.877400e-003,7.884700e-003,7.884700e-003,
37,1.000000e+001,3.633446e-002,-1.699186e-002,7.760912e-002,-1.091204e-001,-1.333352e-001,1.255031e-001,-1.258671e-002,9.833494e-004,3.174700e-002,-1.347900e-002,7.759000e-002,-1.119400e-001,-1.342800e-001,1.232200e-001,-1.516100e-002,2.264100e-005,1.028100e-002,1.028100e-002,7.877400e-003,7.877400e-003,7.877400e-003,7.877400e-003,7.884700e-003,7.884700e-003,
37,1.584800e+001,4.324565e-002,-1.533188e-002,1.037337e-001,-1.468870e-001,-1.670406e-001,1.561985e-001,-1.435073e-002,-4.221125e-003,3.578200e-002,-1.655700e-002,1.051900e-001,-1.509100e-001,-1.646700e-001,1.540100e-001,-1.410800e-002,-1.372200e-002,1.277400e-002,1.277400e-002,1.018300e-002,1.018300e-002,1.018300e-002,1.018300e-002,9.992100e-003,9.992100e-003,
37,1.584800e+001,4.171771e-002,-1.544935e-002,1.027958e-001,-1.461666e-001,-1.649738e-001,1.548496e-001,-1.527588e-002,-5.360813e-003,3.578200e-002,-1.655700e-002,1.051900e-001,-1.509100e-001,-1.646700e-001,1.540100e-001,-1.410800e-002,-1.372200e-002,1.277400e-002,1.277400e-002,1.018300e-002,1.018300e-002,1.018300e-002,1.018300e-002,9.992100e-003,9.992100e-003,
37,2.511800e+001,4.564353e-002,-1.381419e-002,1.373570e-001,-1.948693e-001,-2.008369e-001,1.945699e-001,-1.586968e-002,-1.464273e-002,4.227900e-002,-1.978800e-002,1.406800e-001,-1.955200e-001,-2.005900e-001,1.970600e-001,-1.653000e-002,-2.801900e-002,1.590600e-002,1.590600e-002,1.301300e-002,1.301300e-002,1.301300e-002,1.301300e-002,1.434600e-002,1.434600e-002,
37,2.511800e+001,4.721211e-002,-1.199719e-002,1.390384e-001,-1.953565e-001,-2.038213e-001,1.940938e-001,-1.536022e-002,-1.349261e-002,4.227900e-002,-1.978800e-002,1.406800e-001,-1.955200e-001,-2.005900e-001,1.970600e-001,-1.653000e-002,-2.801900e-002,1.590600e-002,1.590600e-002,1.301300e-002,1.301300e-002,1.301300e-002,1.301300e-002,1.434600e-002,1.434600e-002,
37,3.981000e+001,4.832298e-002,-1.267219e-002,1.851927e-001,-2.582115e-001,-2.454090e-001,2.499790e-001,-1.329301e-002,-2.781562e-002,5.206300e-002,-2.384200e-002,1.834000e-001,-2.489100e-001,-2.464500e-001,2.530700e-001,-1.938500e-002,-4.145400e-002,1.995900e-002,1.995900e-002,1.652400e-002,1.652400e-002,1.652400e-002,1.652400e-002,1.907200e-002,1.907200e-002,
37,3.981000e+001,4.834097e-002,-9.333527e-003,1.874428e-001,-2.578453e-001,-2.475182e-001,2.472730e-001,-1.256699e-002,-2.644802e-002,5.206300e-002,-2.384200e-002,1.834000e-001,-2.489100e-001,-2.464500e-001,2.530700e-001,-1.938500e-002,-4.145400e-002,1.995900e-002,1.995900e-002,1.652400e-002,1.652400e-002,1.652400e-002,1.652400e-002,1.907200e-002,1.907200e-002,
37,1.584800e+002,4.833859e-002,-2.642597e-002,4.435002e-001,-5.588319e-001,-4.808916e-001,5.515475e-001,3.676873e-002,-6.846519e-002,6.655700e-002,-2.015600e-002,4.166900e-001,-5.741300e-001,-4.822000e-001,5.039700e-001,4.637600e-003,-6.668700e-002,3.331700e-002,3.331700e-002,3.517100e-002,3.517100e-002,3.517100e-002,3.517100e-002,3.239000e-002,3.239000e-002,
37,1.584800e+002,4.572252e-002,-2.447116e-002,4.437516e-001,-5.526447e-001,-4.778256e-001,5.479502e-001,3.455489e-002,-6.295937e-002,6.655700e-002,-2.015600e-002,4.166900e-001,-5.741300e-001,-4.822000e-001,5.039700e-001,4.637600e-003,-6.668700e-002,3.331700e-002,3.331700e-002,3.517100e-002,3.517100e-002,3.517100e-002,3.517100e-002,3.239000e-002,3.239000e-002,
38,6.309500e+000,-3.291922e-003,-4.657189e-003,3.865395e-002,-2.711342e-002,-2.054147e-002,2.090858e-002,4.380188e-003,-1.662707e-003,-3.570300e-002,8.948700e-003,4.076400e-002,-2.581600e-002,-2.428900e-002,1.833600e-002,3.368000e-003,-1.270700e-003,6.321400e-003,6.321400e-003,3.251800e-003,3.251800e-003,1.954300e-003,1.954300e-003,1.570000e-003,1.570000e-003,
38,6.309500e+000,-9.617834e-003,-4.113791e-003,4.043003e-002,-2.723489e-002,-2.167846e-002,2.011630e-002,3.642173e-003,-1.632054e-003,-3.570300e-002,8.948700e-003,4.076400e-002,-2.581600e-002,-2.428900e-002,1.833600e-002,3.368000e-003,-1.270700e-003,6.321400e-003,6.321400e-003,3.251800e-003,3.251800e-003,1.954300e-003,1.954300e-003,1.570000e-003,1.570000e-003,
38,1.000000e+001,-1.291651e-003,-5.044316e-003,4.616772e-002,-3.048560e-002,-2.506591e-002,2.795244e-002,5.398209e-003,-1.534816e-003,-3.847100e-002,3.543100e-003,4.704900e-002,-3.052200e-002,-2.758300e-002,2.302200e-002,4.041500e-003,-7.250000e-004,6.982100e-003,6.982100e-003,3.322200e-003,3.322200e-003,2.462200e-003,2.462200e-003,1.821900e-003,1.821900e-003,
38,1.000000e+001,-8.020835e-003,-4.738215e-003,4.808441e-002,-3.041586e-002,-2.585439e-002,2.648585e-002,4.666439e-003,-1.752297e-003,-3.847100e-002,3.543100e-003,4.704900e-002,-3.052200e-002,-2.758300e-002,2.302200e-002,4.041500e-003,-7.250000e-004,6.982100e-003,6.982100e-003,3.322200e-003,3.322200e-003,2.462200e-003,2.462200e-003,1.821900e-003,1.821900e-003,
38,1.584800e+001,4.697123e-004,-5.193230e-003,5.342357e-002,-3.498407e-002,-3.131213e-002,3.741616e-002,6.493583e-003,-4.689425e-004,-3.864300e-002,-4.175200e-003,5.214300e-002,-3.527000e-002,-3.130400e-002,3.044900e-002,3.953100e-003,-3.455400e-004,7.419800e-003,7.419800e-003,2.621600e-003,2.621600e-003,3.554800e-003,3.554800e-003,1.974600e-003,1.974600e-003,
38,1.584800e+001,-6.830999e-003,-5.520955e-003,5.545282e-002,-3.453277e-002,-3.126578e-002,3.540385e-002,5.901702e-003,-9.534647e-004,-3.864300e-002,-4.175200e-003,5.214300e-002,-3.527000e-002,-3.130400e-002,3.044900e-002,3.953100e-003,-3.455400e-004,7.419800e-003,7.419800e-003,2.621600e-003,2.621600e-003,3.554800e-003,3.554800e-003,1.974600e-003,1.974600e-003,
38,2.511800e+001,-5.058672e-003,-7.200022e-003,6.264960e-002,-4.098524e-002,-3.848205e-002,4.762780e-002,6.219637e-003,8.359371e-004,-3.738300e-002,-1.140400e-002,6.080500e-002,-4.127900e-002,-3.591500e-002,4.241500e-002,3.379800e-003,-4.173900e-004,8.039200e-003,8.039200e-003,3.195600e-003,3.195600e-003,3.868200e-003,3.868200e-003,2.063600e-003,2.063600e-003,
38,2.511800e+001,2.706508e-003,-5.394138e-003,6.072684e-002,-4.201367e-002,-3.969609e-002,4.976646e-002,6.424792e-003,1.549118e-003,-3.738300e-002,-1.140400e-002,6.080500e-002,-4.127900e-002,-3.591500e-002,4.241500e-002,3.379800e-003,-4.173900e-004,8.039200e-003,8.039200e-003,3.195600e-003,3.195600e-003,3.868200e-003,3.868200e-003,2.063600e-003,2.063600e-003,
38,3.981000e+001,5.735925e-003,-4.170362e-003,6.869020e-002,-5.304495e-002,-5.029384e-002,6.617850e-002,4.514747e-003,2.932263e-003,-3.497400e-002,-1.586700e-002,7.153300e-002,-4.955900e-002,-4.310400e-002,6.171500e-002,2.718600e-003,-2.112600e-003,8.671800e-003,8.671800e-003,4.046900e-003,4.046900e-003,4.046900e-003,4.046900e-003,2.414800e-003,2.414800e-003,
38,3.981000e+001,-1.305068e-003,-8.566253e-003,7.023578e-002,-5.134160e-002,-4.773059e-002,6.444583e-002,4.948548e-003,2.382087e-003,-3.497400e-002,-1.586700e-002,7.153300e-002,-4.955900e-002,-4.310400e-002,6.171500e-002,2.718600e-003,-2.112600e-003,8.671800e-003,8.671800e-003,4.046900e-003,4.046900e-003,4.046900e-003,4.046900e-003,2.414800e-003,2.414800e-003,
38,6.309500e+001,7.048859e-003,-6.114194e-004,7.844383e-002,-7.013990e-002,-6.406122e-002,8.921490e-002,2.182885e-003,2.142696e-003,-2.682100e-002,-2.085600e-002,8.339600e-002,-6.018800e-002,-5.774100e-002,9.492900e-002,1.312600e-003,-5.119200e-003,8.867000e-003,8.867000e-003,5.345000e-003,5.345000e-003,5.345000e-003,5.345000e-003,3.634800e-003,3.634800e-003,
38,6.309500e+001,3.283258e-003,-7.111610e-003,7.907878e-002,-6.762316e-002,-5.996563e-002,8.874235e-002,2.960468e-003,2.420886e-003,-2.682100e-002,-2.085600e-002,8.339600e-002,-6.018800e-002,-5.774100e-002,9.492900e-002,1.312600e-003,-5.119200e-003,8.867000e-003,8.867000e-003,5.345000e-003,5.345000e-003,5.345000e-003,5.345000e-003,3.634800e-003,3.634800e-003,
38,1.000000e+002,5.104476e-003,-3.293328e-003,9.108270e-002,-9.249729e-002,-7.896265e-002,1.233901e-001,1.835956e-003,1.023318e-003,-8.321600e-003,-3.277700e-002,7.937000e-002,-7.928600e-002,-8.083200e-002,1.365600e-001,-1.702000e-003,-7.507100e-003,9.239100e-003,9.239100e-003,6.671400e-003,6.671400e-003,6.671400e-003,6.671400e-003,5.242600e-003,5.242600e-003,
38,1.000000e+002,4.695552e-003,2.138024e-003,9.229868e-002,-9.512741e-002,-8.408328e-002,1.209117e-001,1.743075e-003,-1.955501e-004,-8.321600e-003,-3.277700e-002,7.937000e-002,-7.928600e-002,-8.083200e-002,1.365600e-001,-1.702000e-003,-7.507100e-003,9.239100e-003,9.239100e-003,6.671400e-003,6.671400e-003,6.671400e-003,6.671400e-003,5.242600e-003,5.242600e-003,
38,1.584800e+002,1.591555e-003,1.222787e-003,1.120002e-001,-1.290444e-001,-1.123051e-001,1.612316e-001,3.722092e-003,-1.468685e-003,5.210100e-003,-2.012100e-002,8.318100e-002,-1.293900e-001,-9.512600e-002,1.706400e-001,1.269600e-003,-3.368000e-003,8.481500e-003,8.481500e-003,8.667600e-003,8.667600e-003,8.667600e-003,8.667600e-003,3.977600e-003,3.977600e-003,
38,1.584800e+002,3.604565e-003,-1.127301e-003,1.093161e-001,-1.279992e-001,-1.085812e-001,1.676198e-001,2.417292e-003,-4.368471e-004,5.210100e-003,-2.012100e-002,8.318100e-002,-1.293900e-001,-9.512600e-002,1.706400e-001,1.269600e-003,-3.368000e-003,8.481500e-003,8.481500e-003,8.667600e-003,8.667600e-003,8.667600e-003,8.667600e-003,3.977600e-003,3.977600e-003,
38,2.511800e+002,6.037213e-004,-1.394238e-003,1.381947e-001,-1.745835e-001,-1.478222e-001,2.127299e-001,6.013583e-003,-2.626932e-004,1.136500e-002,-1.138800e-002,9.300500e-002,-2.072300e-001,-1.178000e-001,2.289400e-001,5.049800e-003,-7.049200e-003,9.067900e-003,9.067900e-003,1.209200e-002,1.209200e-002,1.209200e-002,1.209200e-002,7.087600e-003,7.087600e-003,
38,2.511800e+002,2.120820e-003,-1.754546e-003,1.359225e-001,-1.754298e-001,-1.470885e-001,2.215306e-001,4.123218e-003,-6.387955e-004,1.136500e-002,-1.138800e-002,9.300500e-002,-2.072300e-001,-1.178000e-001,2.289400e-001,5.049800e-003,-7.049200e-003,9.067900e-003,9.067900e-003,1.209200e-002,1.209200e-002,1.209200e-002,1.209200e-002,7.087600e-003,7.087600e-003,
38,3.981000e+002,5.135897e-004,-3.730825e-003,1.721268e-001,-2.368232e-001,-1.911948e-001,2.824023e-001,7.328607e-003,2.364116e-003,7.978600e-003,-1.399600e-002,1.227400e-001,-3.141200e-001,-1.667100e-001,3.170900e-001,7.584500e-003,-3.931500e-003,1.105700e-002,1.105700e-002,1.737900e-002,1.737900e-002,1.737900e-002,1.737900e-002,8.298200e-003,8.298200e-003,
38,3.981000e+002,1.402276e-003,-3.322209e-003,1.710624e-001,-2.382231e-001,-1.927777e-001,2.932765e-001,6.100432e-003,7.273500e-004,7.978600e-003,-1.399600e-002,1.227400e-001,-3.141200e-001,-1.667100e-001,3.170900e-001,7.584500e-003,-3.931500e-003,1.105700e-002,1.105700e-002,1.737900e-002,1.737900e-002,1.737900e-002,1.737900e-002,8.298200e-003,8.298200e-003,
38,6.309500e+002,5.603711e-004,-5.912320e-003,2.153442e-001,-3.245776e-001,-2.497503e-001,3.935623e-001,8.227004e-003,3.938396e-003,-2.624900e-002,-1.840000e-003,1.918100e-001,-4.096800e-001,-2.279500e-001,4.429900e-001,-6.166700e-003,-1.331300e-004,1.636500e-002,1.636500e-002,2.373600e-002,2.373600e-002,2.373600e-002,2.373600e-002,8.315200e-003,8.315200e-003,
38,6.309500e+002,-1.249419e-004,-6.773196e-003,2.158021e-001,-3.232500e-001,-2.452195e-001,3.792891e-001,8.363500e-003,6.186896e-003,-2.624900e-002,-1.840000e-003,1.918100e-001,-4.096800e-001,-2.279500e-001,4.429900e-001,-6.166700e-003,-1.331300e-004,1.636500e-002,1.636500e-002,2.373600e-002,2.373600e-002,2.373600e-002,2.373600e-002,8.315200e-003,8.315200e-003,
38,1.000000e+003,-6.809022e-004,-1.044580e-002,2.719920e-001,-4.463686e-001,-3.222410e-001,5.340874e-001,1.007453e-002,1.056110e-002,-3.273300e-002,-4.639200e-004,2.929900e-001,-5.807300e-001,-3.223100e-001,6.145600e-001,-7.839700e-003,6.608700e-003,2.188900e-002,2.188900e-002,3.359300e-002,3.359300e-002,3.359300e-002,3.359300e-002,1.265300e-002,1.265300e-002,
38,1.000000e+003,-1.257365e-003,-1.211395e-002,2.719116e-001,-4.448958e-001,-3.131301e-001,5.160845e-001,8.940030e-003,1.297516e-002,-3.273300e-002,-4.639200e-004,2.929900e-001,-5.807300e-001,-3.223100e-001,6.145600e-001,-7.839700e-003,6.608700e-003,2.188900e-002,2.188900e-002,3.359300e-002,3.359300e-002,3.359300e-002,3.359300e-002,1.265300e-002,1.265300e-002,
39,6.309500e-001,-5.124514e-003,2.289646e-003,1.012896e-002,-7.102633e-003,-1.548020e-002,1.043446e-002,3.322264e-003,-3.668715e-004,-5.573700e-003,3.529000e-003,9.604300e-003,-6.247400e-003,-1.359400e-002,9.662500e-003,2.131300e-003,-8.420100e-004,1.304100e-003,1.304100e-003,9.577800e-004,9.577800e-004,1.647200e-003,1.647200e-003,9.273400e-004,9.273400e-004,
39,1.000000e+000,-5.774851e-003,2.522304e-003,1.148593e-002,-9.758700e-003,-1.801711e-002,1.256647e-002,3.465220e-003,-2.380578e-004,-4.472800e-003,3.530500e-003,1.035100e-002,-9.662000e-003,-1.508200e-002,1.101500e-002,1.886100e-003,-3.164000e-005,1.347400e-003,1.347400e-003,1.198500e-003,1.198500e-003,2.049500e-003,2.049500e-003,8.903300e-004,8.903300e-004,
39,1.584800e+000,-6.592962e-003,2.851045e-003,1.364938e-002,-1.352821e-002,-2.126839e-002,1.561008e-002,3.635368e-003,-3.960179e-005,-4.218900e-003,3.394800e-003,1.249100e-002,-1.461000e-002,-2.020600e-002,1.565100e-002,3.426600e-003,-5.199800e-005,1.530400e-003,1.530400e-003,1.413900e-003,1.413900e-003,1.548300e-003,1.548300e-003,1.403800e-003,1.403800e-003,
39,2.511800e+000,-7.747518e-003,3.161478e-003,1.708808e-002,-1.843278e-002,-2.579170e-002,1.944051e-002,3.762717e-003,3.226818e-004,-8.287500e-003,5.218000e-003,1.713400e-002,-2.021100e-002,-2.462700e-002,2.041700e-002,3.327700e-003,-9.608200e-005,2.416300e-003,2.416300e-003,1.739900e-003,1.739900e-003,1.455700e-003,1.455700e-003,1.548000e-003,1.548000e-003,
39,3.981000e+000,-9.366871e-003,3.129214e-003,2.214854e-002,-2.441999e-002,-3.186746e-002,2.354722e-002,3.737828e-003,7.959020e-004,-1.230500e-002,5.393300e-003,2.385700e-002,-2.600700e-002,-3.233800e-002,2.525600e-002,2.950100e-003,9.493200e-004,3.266200e-003,3.266200e-003,1.902700e-003,1.902700e-003,1.902700e-003,1.902700e-003,1.691500e-003,1.691500e-003,
39,6.309500e+000,-1.131783e-002,2.199032e-003,2.921909e-002,-3.151729e-002,-3.913293e-002,2.744270e-002,3.706369e-003,1.298406e-003,-1.494600e-002,4.485300e-003,3.129200e-002,-3.116500e-002,-4.066500e-002,2.992100e-002,2.516600e-003,2.308600e-003,3.937700e-003,3.937700e-003,2.361000e-003,2.361000e-003,2.361000e-003,2.361000e-003,1.969600e-003,1.969600e-003,
39,6.309500e+000,-1.179596e-002,2.218405e-003,2.905171e-002,-3.181149e-002,-3.902707e-002,2.754414e-002,3.318237e-003,1.354840e-003,-1.494600e-002,4.485300e-003,3.129200e-002,-3.116500e-002,-4.066500e-002,2.992100e-002,2.516600e-003,2.308600e-003,3.937700e-003,3.937700e-003,2.361000e-003,2.361000e-003,2.361000e-003,2.361000e-003,1.969600e-003,1.969600e-003,
39,1.000000e+001,-1.328694e-002,-2.895014e-004,3.903468e-002,-3.944592e-002,-4.659501e-002,3.158550e-002,3.356978e-003,2.418579e-003,-1.654300e-002,2.180400e-003,3.913100e-002,-3.583700e-002,-4.860300e-002,3.305600e-002,1.883400e-003,2.774900e-003,4.463300e-003,4.463300e-003,2.792300e-003,2.792300e-003,2.792300e-003,2.792300e-003,2.106000e-003,2.106000e-003,
39,1.000000e+001,-1.294697e-002,-1.433115e-004,3.884286e-002,-3.946954e-002,-4.680453e-002,3.136059e-002,3.862538e-003,2.206968e-003,-1.654300e-002,2.180400e-003,3.913100e-002,-3.583700e-002,-4.860300e-002,3.305600e-002,1.883400e-003,2.774900e-003,4.463300e-003,4.463300e-003,2.792300e-003,2.792300e-003,2.792300e-003,2.792300e-003,2.106000e-003,2.106000e-003,
39,1.584800e+001,-1.318245e-002,-3.838820e-003,5.100160e-002,-4.759502e-002,-5.444121e-002,3.638465e-002,3.742433e-003,4.071977e-003,-1.692900e-002,-1.623900e-003,4.886500e-002,-4.300800e-002,-5.681600e-002,3.761200e-002,9.006100e-004,2.722200e-003,4.990900e-003,4.990900e-003,3.330000e-003,3.330000e-003,3.330000e-003,3.330000e-003,2.096600e-003,2.096600e-003,
39,1.584800e+001,-1.341028e-002,-3.946292e-003,5.102178e-002,-4.697398e-002,-5.425752e-002,3.693706e-002,2.806742e-003,4.230901e-003,-1.692900e-002,-1.623900e-003,4.886500e-002,-4.300800e-002,-5.681600e-002,3.761200e-002,9.006100e-004,2.722200e-003,4.990900e-003,4.990900e-003,3.330000e-003,3.330000e-003,3.330000e-003,3.330000e-003,2.096600e-003,2.096600e-003,
39,2.511800e+001,-1.150816e-002,-8.064169e-003,6.405505e-002,-5.500090e-002,-6.256155e-002,4.494002e-002,1.050866e-003,6.297776e-003,-1.696500e-002,-7.039600e-003,6.197400e-002,-5.441000e-002,-6.749200e-002,4.626300e-002,1.296100e-004,4.080000e-003,5.837900e-003,5.837900e-003,4.107300e-003,4.107300e-003,4.107300e-003,4.107300e-003,2.741400e-003,2.741400e-003,
39,2.511800e+001,-1.120439e-002,-7.952068e-003,6.470466e-002,-5.580876e-002,-6.237977e-002,4.400471e-002,2.434549e-003,6.770092e-003,-1.696500e-002,-7.039600e-003,6.197400e-002,-5.441000e-002,-6.749200e-002,4.626300e-002,1.296100e-004,4.080000e-003,5.837900e-003,5.837900e-003,4.107300e-003,4.107300e-003,4.107300e-003,4.107300e-003,2.741400e-003,2.741400e-003,
39,3.981000e+001,-7.132243e-003,-1.122373e-002,7.897153e-002,-6.559220e-002,-7.170777e-002,5.556620e-002,-6.046170e-004,9.380044e-003,-1.451700e-002,-1.056000e-002,7.130500e-002,-6.332000e-002,-7.491000e-002,5.564200e-002,-3.843800e-004,6.204900e-003,6.206200e-003,6.206200e-003,4.716600e-003,4.716600e-003,4.716600e-003,4.716600e-003,3.612900e-003,3.612900e-003,
39,3.981000e+001,-7.426602e-003,-1.158809e-002,7.777400e-002,-6.518437e-002,-7.262295e-002,5.658880e-002,-1.867634e-003,7.722889e-003,-1.451700e-002,-1.056000e-002,7.130500e-002,-6.332000e-002,-7.491000e-002,5.564200e-002,-3.843800e-004,6.204900e-003,6.206200e-003,6.206200e-003,4.716600e-003,4.716600e-003,4.716600e-003,4.716600e-003,3.612900e-003,3.612900e-003,
39,6.309500e+001,-1.781458e-003,-1.280556e-002,9.427413e-002,-7.936290e-002,-8.366054e-002,7.204083e-002,-4.971689e-003,1.078205e-002,-9.144900e-003,-1.562500e-002,8.657100e-002,-8.077700e-002,-8.825600e-002,7.334300e-002,-2.872500e-003,1.005200e-002,6.944900e-003,6.944900e-003,5.828200e-003,5.828200e-003,5.828200e-003,5.828200e-003,5.195500e-003,5.195500e-003,
39,6.309500e+001,-1.672897e-003,-1.337768e-002,9.296901e-002,-7.952243e-002,-8.538274e-002,7.251217e-002,-5.118059e-003,7.996706e-003,-9.144900e-003,-1.562500e-002,8.657100e-002,-8.077700e-002,-8.825600e-002,7.334300e-002,-2.872500e-003,1.005200e-002,6.944900e-003,6.944900e-003,5.828200e-003,5.828200e-003,5.828200e-003,5.828200e-003,5.195500e-003,5.195500e-003,
39,1.000000e+002,3.706128e-003,-1.230086e-002,1.121753e-001,-9.893260e-002,-9.920323e-002,9.474032e-002,-9.595933e-003,1.052475e-002,-1.101400e-003,-2.169600e-002,1.063800e-001,-1.066600e-001,-1.044700e-001,9.397700e-002,-8.178400e-003,1.114300e-002,8.581000e-003,8.581000e-003,7.274600e-003,7.274600e-003,7.274600e-003,7.274600e-003,6.610700e-003,6.610700e-003,
39,1.000000e+002,4.368266e-003,-1.249714e-002,1.109422e-001,-9.941444e-002,-1.011689e-001,9.396240e-002,-7.966208e-003,7.577741e-003,-1.101400e-003,-2.169600e-002,1.063800e-001,-1.066600e-001,-1.044700e-001,9.397700e-002,-8.178400e-003,1.114300e-002,8.581000e-003,8.581000e-003,7.274600e-003,7.274600e-003,7.274600e-003,7.274600e-003,6.610700e-003,6.610700e-003,
39,1.584800e+002,7.827855e-003,-9.959538e-003,1.335276e-001,-1.259221e-001,-1.198155e-001,1.259894e-001,-1.349572e-002,8.832395e-003,9.769900e-003,-2.319900e-002,1.337500e-001,-1.392200e-001,-1.248800e-001,1.217500e-001,-1.342300e-002,9.827300e-003,1.045700e-002,1.045700e-002,9.174700e-003,9.174700e-003,9.174700e-003,9.174700e-003,8.079600e-003,8.079600e-003,
39,1.584800e+002,8.320546e-003,-9.261645e-003,1.318119e-001,-1.267080e-001,-1.208735e-001,1.239599e-001,-1.065671e-002,6.893275e-003,9.769900e-003,-2.319900e-002,1.337500e-001,-1.392200e-001,-1.248800e-001,1.217500e-001,-1.342300e-002,9.827300e-003,1.045700e-002,1.045700e-002,9.174700e-003,9.174700e-003,9.174700e-003,9.174700e-003,8.079600e-003,8.079600e-003,
39,2.511800e+002,9.187026e-003,-7.245462e-003,1.590956e-001,-1.646273e-001,-1.482869e-001,1.680876e-001,-1.581678e-002,6.419389e-003,1.963200e-002,-1.962600e-002,1.734400e-001,-1.790400e-001,-1.558700e-001,1.598200e-001,-1.734900e-002,5.928500e-003,1.247800e-002,1.247800e-002,1.179500e-002,1.179500e-002,1.179500e-002,1.179500e-002,9.596400e-003,9.596400e-003,
39,2.511800e+002,8.479184e-003,-6.313366e-003,1.565312e-001,-1.670790e-001,-1.477309e-001,1.658338e-001,-1.312070e-002,5.448323e-003,1.963200e-002,-1.962600e-002,1.734400e-001,-1.790400e-001,-1.558700e-001,1.598200e-001,-1.734900e-002,5.928500e-003,1.247800e-002,1.247800e-002,1.179500e-002,1.179500e-002,1.179500e-002,1.179500e-002,9.596400e-003,9.596400e-003,
39,3.981000e+002,7.657347e-003,-6.854404e-003,1.942190e-001,-2.205751e-001,-1.865393e-001,2.226901e-001,-1.652787e-002,4.824847e-003,2.516200e-002,-1.255400e-002,2.202800e-001,-2.213400e-001,-1.973200e-001,2.049900e-001,-1.845600e-002,1.049900e-003,1.405600e-002,1.405600e-002,1.490400e-002,1.490400e-002,1.490400e-002,1.490400e-002,1.087800e-002,1.087800e-002,
39,3.981000e+002,6.026151e-003,-7.259661e-003,1.922738e-001,-2.257670e-001,-1.847673e-001,2.211323e-001,-1.448660e-002,3.728697e-003,2.516200e-002,-1.255400e-002,2.202800e-001,-2.213400e-001,-1.973200e-001,2.049900e-001,-1.845600e-002,1.049900e-003,1.405600e-002,1.405600e-002,1.490400e-002,1.490400e-002,1.490400e-002,1.490400e-002,1.087800e-002,1.087800e-002,
39,6.309500e+002,4.861813e-003,-1.332588e-002,2.434795e-001,-3.014102e-001,-2.323937e-001,2.938089e-001,-1.577473e-002,2.887568e-003,2.676700e-002,-3.633200e-003,2.714900e-001,-2.796200e-001,-2.529600e-001,2.588500e-001,-1.806300e-002,-8.615000e-003,1.539100e-002,1.539100e-002,1.877900e-002,1.877900e-002,1.877900e-002,1.877900e-002,1.276600e-002,1.276600e-002,
39,6.309500e+002,5.643349e-003,-1.121980e-002,2.443154e-001,-2.940372e-001,-2.351293e-001,2.946119e-001,-1.734328e-002,4.906983e-003,2.676700e-002,-3.633200e-003,2.714900e-001,-2.796200e-001,-2.529600e-001,2.588500e-001,-1.806300e-002,-8.615000e-003,1.539100e-002,1.539100e-002,1.877900e-002,1.877900e-002,1.877900e-002,1.877900e-002,1.276600e-002,1.276600e-002,
39,1.000000e+003,7.270648e-003,-2.250987e-002,3.074090e-001,-4.001933e-001,-2.927518e-001,3.927719e-001,-1.873593e-002,1.581419e-003,3.073600e-002,4.256900e-003,3.459300e-001,-3.555100e-001,-3.066600e-001,3.454000e-001,-1.330500e-002,-1.762300e-002,1.860900e-002,1.860900e-002,2.393300e-002,2.393300e-002,2.393300e-002,2.393300e-002,1.514900e-002,1.514900e-002,
39,1.000000e+003,6.296513e-003,-1.986721e-002,3.079940e-001,-3.893908e-001,-2.971411e-001,3.922234e-001,-2.001059e-002,5.381095e-003,3.073600e-002,4.256900e-003,3.459300e-001,-3.555100e-001,-3.066600e-001,3.454000e-001,-1.330500e-002,-1.762300e-002,1.860900e-002,1.860900e-002,2.393300e-002,2.393300e-002,2.393300e-002,2.393300e-002,1.514900e-002,1.514900e-002,
